age,job,marital,education,month,duration
34,technician,married,university.degree,aug,289
57,blue-collar,married,basic.4y,aug,34
37,admin.,married,university.degree,aug,239
34,admin.,single,university.degree,aug,78
32,technician,single,professional.course,aug,309
30,admin.,single,university.degree,aug,353
49,management,married,university.degree,aug,145
48,admin.,married,unknown,aug,246
31,technician,divorced,high.school,aug,101
35,technician,married,professional.course,aug,222
35,admin.,married,university.degree,aug,166
45,unemployed,married,professional.course,aug,98
40,technician,single,university.degree,aug,140
31,management,married,university.degree,aug,58
51,services,married,unknown,aug,547
30,self-employed,married,professional.course,aug,132
39,housemaid,married,basic.4y,aug,155
33,admin.,single,university.degree,aug,120
57,blue-collar,married,basic.4y,aug,379
32,technician,single,university.degree,aug,182
46,housemaid,married,basic.4y,aug,195
46,housemaid,married,basic.4y,aug,177
48,self-employed,married,high.school,aug,90
36,admin.,divorced,high.school,aug,263
33,admin.,single,university.degree,aug,398
32,management,married,high.school,aug,160
32,technician,single,professional.course,aug,82
54,blue-collar,married,basic.9y,aug,207
53,blue-collar,married,basic.9y,aug,160
31,technician,single,professional.course,aug,109
31,technician,single,professional.course,aug,142
32,admin.,divorced,university.degree,aug,197
32,technician,married,professional.course,aug,9
36,technician,single,university.degree,aug,148
54,admin.,divorced,university.degree,aug,209
45,technician,married,professional.course,aug,94
32,admin.,married,university.degree,aug,1366
32,admin.,single,university.degree,aug,124
32,admin.,single,university.degree,aug,121
39,admin.,married,professional.course,aug,306
31,technician,divorced,professional.course,aug,173
52,housemaid,married,basic.6y,aug,268
58,services,married,high.school,aug,155
35,admin.,single,university.degree,aug,176
48,technician,married,university.degree,aug,112
35,management,married,university.degree,aug,873
51,services,married,unknown,aug,135
52,housemaid,married,basic.6y,aug,208
31,technician,divorced,high.school,aug,138
60,housemaid,married,basic.4y,aug,148
45,blue-collar,married,basic.6y,aug,200
45,blue-collar,married,basic.6y,aug,311
36,admin.,married,professional.course,aug,56
52,services,married,high.school,aug,116
47,technician,married,professional.course,aug,139
35,housemaid,married,basic.4y,aug,87
33,technician,married,professional.course,aug,61
46,blue-collar,married,basic.4y,aug,626
47,blue-collar,married,basic.6y,aug,103
35,management,divorced,university.degree,aug,116
29,admin.,single,university.degree,aug,162
29,admin.,single,university.degree,aug,109
30,technician,single,professional.course,aug,48
50,admin.,married,university.degree,aug,540
31,technician,single,professional.course,aug,122
40,technician,married,university.degree,aug,342
33,management,married,university.degree,aug,191
35,management,divorced,university.degree,aug,288
39,technician,married,professional.course,aug,209
42,admin.,divorced,university.degree,aug,91
31,technician,single,professional.course,aug,196
48,admin.,single,university.degree,aug,110
41,admin.,divorced,university.degree,aug,115
42,technician,divorced,university.degree,aug,57
57,self-employed,married,university.degree,aug,102
57,blue-collar,married,basic.9y,aug,88
30,admin.,single,university.degree,aug,68
32,admin.,single,university.degree,aug,78
40,admin.,single,university.degree,aug,160
36,admin.,married,professional.course,aug,472
37,admin.,single,university.degree,aug,205
33,admin.,married,university.degree,aug,63
35,technician,married,professional.course,aug,132
33,technician,married,high.school,aug,85
33,self-employed,married,university.degree,aug,425
31,technician,married,professional.course,aug,50
44,blue-collar,married,basic.4y,aug,363
29,admin.,single,university.degree,aug,129
30,technician,divorced,university.degree,aug,66
37,admin.,married,university.degree,aug,121
46,admin.,married,university.degree,aug,143
41,admin.,married,university.degree,aug,145
31,technician,married,university.degree,aug,99
45,technician,divorced,professional.course,aug,112
59,retired,married,basic.9y,aug,337
35,management,divorced,university.degree,aug,961
32,housemaid,married,basic.4y,aug,87
50,technician,divorced,professional.course,aug,73
35,technician,married,professional.course,aug,463
30,admin.,single,university.degree,aug,67
37,admin.,single,university.degree,aug,103
49,services,married,high.school,aug,234
58,admin.,divorced,university.degree,aug,74
37,admin.,single,university.degree,aug,220
58,admin.,divorced,university.degree,aug,75
50,blue-collar,married,basic.4y,aug,79
47,blue-collar,married,basic.9y,aug,80
29,technician,single,professional.course,aug,48
35,management,divorced,university.degree,aug,83
44,self-employed,married,basic.9y,aug,136
33,technician,married,professional.course,aug,417
58,admin.,divorced,university.degree,aug,129
50,housemaid,married,basic.4y,aug,343
50,housemaid,married,basic.4y,aug,119
60,retired,married,unknown,aug,600
47,blue-collar,divorced,basic.4y,aug,149
58,admin.,married,university.degree,aug,129
57,self-employed,married,university.degree,aug,932
60,blue-collar,married,unknown,aug,93
56,blue-collar,married,unknown,aug,160
30,admin.,single,university.degree,aug,113
39,unemployed,married,university.degree,aug,84
56,retired,married,professional.course,aug,147
37,technician,single,professional.course,aug,101
39,admin.,divorced,university.degree,aug,125
52,services,married,high.school,aug,97
35,technician,married,professional.course,aug,90
30,admin.,single,university.degree,aug,167
47,blue-collar,married,basic.9y,aug,96
35,management,divorced,university.degree,aug,123
53,housemaid,married,unknown,aug,106
35,technician,married,professional.course,aug,91
58,admin.,divorced,university.degree,aug,26
57,blue-collar,married,basic.9y,aug,84
53,management,married,university.degree,aug,342
35,management,divorced,university.degree,aug,472
37,admin.,single,university.degree,aug,108
53,blue-collar,married,basic.6y,aug,62
35,management,married,university.degree,aug,67
32,unemployed,married,university.degree,aug,143
53,housemaid,married,unknown,aug,152
48,services,married,basic.9y,aug,104
47,blue-collar,married,basic.9y,aug,110
40,technician,married,professional.course,aug,40
30,technician,single,high.school,aug,176
59,admin.,divorced,university.degree,aug,272
29,admin.,single,university.degree,aug,122
58,management,married,university.degree,aug,59
58,admin.,divorced,university.degree,aug,57
45,housemaid,married,basic.4y,aug,463
38,admin.,married,university.degree,aug,301
53,admin.,divorced,university.degree,aug,343
32,technician,single,university.degree,aug,508
37,admin.,single,university.degree,aug,102
42,technician,divorced,professional.course,aug,72
47,admin.,married,high.school,aug,1152
59,retired,married,unknown,aug,284
53,management,married,university.degree,aug,14
44,blue-collar,married,basic.4y,aug,425
47,blue-collar,married,basic.9y,aug,157
39,admin.,married,university.degree,aug,116
47,blue-collar,married,university.degree,aug,115
29,admin.,single,university.degree,aug,146
54,housemaid,married,basic.4y,aug,72
50,housemaid,married,basic.4y,aug,72
48,services,married,high.school,aug,72
54,blue-collar,married,basic.9y,aug,140
55,retired,married,high.school,aug,88
43,technician,divorced,professional.course,aug,90
49,services,married,high.school,aug,150
42,admin.,divorced,university.degree,aug,159
32,technician,single,high.school,aug,606
33,admin.,married,university.degree,aug,177
56,technician,married,university.degree,aug,250
48,housemaid,married,basic.4y,aug,248
48,housemaid,married,basic.4y,aug,132
59,retired,married,basic.9y,aug,93
37,technician,married,university.degree,aug,121
40,technician,married,professional.course,aug,94
31,admin.,single,university.degree,aug,65
51,services,married,high.school,aug,201
51,blue-collar,married,basic.4y,aug,324
57,blue-collar,married,basic.9y,aug,154
47,blue-collar,married,university.degree,aug,362
38,admin.,married,university.degree,aug,124
44,self-employed,married,basic.9y,aug,140
42,admin.,single,university.degree,aug,14
42,technician,married,professional.course,aug,386
56,admin.,married,unknown,aug,476
52,blue-collar,married,basic.9y,aug,42
40,admin.,married,university.degree,aug,366
31,admin.,married,university.degree,aug,74
40,admin.,married,university.degree,aug,23
56,technician,married,university.degree,aug,228
33,self-employed,married,university.degree,aug,112
52,services,married,high.school,aug,115
47,management,married,university.degree,aug,57
37,technician,married,university.degree,aug,15
29,admin.,single,university.degree,aug,728
35,management,divorced,university.degree,aug,66
45,blue-collar,married,basic.4y,aug,262
51,services,married,high.school,aug,72
48,blue-collar,married,basic.9y,aug,9
30,entrepreneur,married,university.degree,aug,99
32,housemaid,married,basic.4y,aug,11
29,admin.,single,university.degree,aug,9
45,services,married,high.school,aug,213
49,housemaid,married,basic.4y,aug,211
33,technician,married,professional.course,aug,422
34,self-employed,married,basic.9y,aug,68
59,retired,married,basic.9y,aug,105
32,technician,married,professional.course,aug,69
31,technician,married,university.degree,aug,111
49,blue-collar,married,unknown,aug,36
42,management,married,university.degree,aug,169
30,technician,divorced,high.school,aug,205
44,blue-collar,married,basic.4y,aug,734
44,blue-collar,married,basic.4y,aug,484
30,technician,single,university.degree,aug,14
29,admin.,married,university.degree,aug,235
40,technician,married,professional.course,aug,256
35,management,married,university.degree,aug,69
50,blue-collar,married,basic.4y,aug,69
42,technician,divorced,professional.course,aug,692
40,admin.,married,university.degree,aug,296
55,housemaid,married,basic.4y,aug,232
32,admin.,single,university.degree,aug,151
58,management,married,university.degree,aug,164
33,technician,single,university.degree,aug,198
58,retired,married,basic.4y,aug,454
41,admin.,married,university.degree,aug,114
53,blue-collar,married,basic.6y,aug,64
52,services,married,professional.course,aug,84
35,technician,single,professional.course,aug,203
34,self-employed,married,basic.9y,aug,81
30,technician,divorced,university.degree,aug,731
46,admin.,married,university.degree,aug,184
32,technician,single,high.school,aug,433
45,management,married,university.degree,aug,361
55,blue-collar,married,basic.9y,aug,304
52,housemaid,married,basic.4y,aug,160
57,admin.,married,unknown,aug,101
54,housemaid,married,basic.4y,aug,53
59,admin.,divorced,university.degree,aug,323
37,technician,married,professional.course,aug,97
32,admin.,single,university.degree,aug,340
50,services,married,high.school,aug,54
46,blue-collar,married,basic.4y,aug,251
35,technician,single,high.school,aug,87
52,services,married,high.school,aug,454
52,blue-collar,married,basic.4y,aug,171
47,blue-collar,married,basic.4y,aug,134
47,blue-collar,divorced,basic.4y,aug,265
55,blue-collar,married,unknown,aug,280
29,admin.,single,university.degree,aug,62
57,services,married,high.school,aug,41
35,technician,married,university.degree,aug,318
57,self-employed,married,university.degree,aug,131
57,blue-collar,married,basic.9y,aug,365
47,technician,married,high.school,aug,89
33,admin.,single,university.degree,aug,207
45,management,married,university.degree,aug,105
45,blue-collar,married,basic.9y,aug,99
51,blue-collar,married,basic.4y,aug,197
54,blue-collar,married,basic.4y,aug,484
39,technician,divorced,professional.course,aug,93
57,services,married,professional.course,aug,153
36,technician,married,high.school,aug,630
31,technician,divorced,high.school,aug,81
45,admin.,divorced,university.degree,aug,141
43,technician,married,professional.course,aug,67
36,housemaid,married,basic.4y,aug,73
55,management,married,university.degree,aug,106
49,admin.,single,university.degree,aug,160
31,technician,divorced,high.school,aug,50
59,management,married,university.degree,aug,163
36,admin.,single,university.degree,aug,770
53,management,married,university.degree,aug,313
48,blue-collar,married,basic.9y,aug,348
50,blue-collar,married,basic.9y,aug,106
43,technician,married,professional.course,aug,648
34,technician,married,high.school,aug,256
32,technician,divorced,high.school,aug,56
41,technician,divorced,university.degree,aug,335
57,retired,married,basic.9y,aug,342
38,technician,single,university.degree,aug,109
40,management,married,university.degree,aug,159
41,technician,married,university.degree,aug,124
46,blue-collar,married,basic.9y,aug,378
41,admin.,single,professional.course,aug,139
37,admin.,single,university.degree,aug,170
53,unknown,married,unknown,aug,51
59,retired,married,basic.4y,aug,68
54,blue-collar,married,basic.4y,aug,56
60,retired,married,basic.4y,aug,115
39,technician,divorced,professional.course,aug,714
54,blue-collar,married,basic.4y,aug,43
59,management,married,university.degree,aug,168
53,admin.,married,university.degree,aug,67
47,self-employed,married,university.degree,aug,36
31,admin.,married,university.degree,aug,119
38,admin.,married,university.degree,aug,153
59,retired,married,basic.4y,aug,431
57,admin.,married,high.school,aug,127
29,admin.,single,high.school,aug,63
59,housemaid,married,basic.4y,aug,618
56,retired,married,professional.course,aug,202
40,technician,married,university.degree,aug,392
59,technician,married,high.school,aug,226
59,retired,married,basic.4y,aug,144
44,admin.,married,university.degree,aug,56
45,admin.,divorced,university.degree,aug,121
45,admin.,divorced,university.degree,aug,390
56,services,married,high.school,aug,75
43,admin.,single,university.degree,aug,99
43,technician,married,professional.course,aug,108
56,services,married,high.school,aug,153
53,admin.,married,university.degree,aug,358
44,technician,married,professional.course,aug,63
50,management,married,university.degree,aug,308
37,technician,married,professional.course,aug,163
50,blue-collar,married,professional.course,aug,45
47,self-employed,married,university.degree,aug,230
38,admin.,married,high.school,aug,90
50,admin.,married,university.degree,aug,98
34,technician,married,high.school,aug,83
46,technician,married,professional.course,aug,194
59,housemaid,married,basic.4y,aug,56
38,technician,married,university.degree,aug,1374
55,management,married,university.degree,aug,372
47,unknown,married,unknown,aug,104
58,retired,married,university.degree,aug,90
38,admin.,married,university.degree,aug,19
51,admin.,married,university.degree,aug,69
41,admin.,single,university.degree,aug,127
38,admin.,married,university.degree,aug,122
51,admin.,single,university.degree,aug,179
46,admin.,married,basic.9y,aug,160
55,retired,married,high.school,aug,106
60,management,married,university.degree,aug,66
36,housemaid,married,basic.4y,aug,23
40,technician,divorced,professional.course,aug,69
48,housemaid,married,basic.9y,aug,137
47,self-employed,married,university.degree,aug,109
40,admin.,married,university.degree,aug,435
55,services,married,high.school,aug,209
49,admin.,married,university.degree,aug,958
54,blue-collar,married,basic.9y,aug,110
56,services,married,high.school,aug,170
47,self-employed,married,university.degree,aug,95
33,technician,married,professional.course,aug,731
50,admin.,divorced,high.school,aug,664
56,admin.,divorced,university.degree,aug,479
31,technician,divorced,high.school,aug,254
38,admin.,married,university.degree,aug,427
59,housemaid,married,basic.4y,aug,77
50,blue-collar,married,basic.9y,aug,60
49,services,married,high.school,aug,49
38,technician,married,university.degree,aug,102
49,admin.,married,university.degree,aug,62
50,admin.,divorced,university.degree,aug,73
40,technician,divorced,professional.course,aug,109
59,management,married,university.degree,aug,0
57,retired,married,basic.9y,aug,388
38,admin.,married,university.degree,aug,85
47,self-employed,married,university.degree,aug,42
50,admin.,divorced,university.degree,aug,23
47,self-employed,married,university.degree,aug,146
48,blue-collar,married,basic.9y,aug,100
46,admin.,married,university.degree,aug,55
48,technician,married,professional.course,aug,67
37,housemaid,married,basic.4y,aug,235
45,technician,divorced,professional.course,aug,94
57,admin.,married,high.school,aug,135
32,technician,single,professional.course,aug,60
49,blue-collar,married,basic.4y,aug,276
48,housemaid,married,basic.9y,aug,159
48,technician,married,university.degree,aug,64
48,technician,married,university.degree,aug,247
44,admin.,married,university.degree,aug,102
41,technician,single,university.degree,aug,87
32,technician,single,high.school,aug,106
47,self-employed,married,university.degree,aug,108
44,admin.,married,university.degree,aug,312
36,technician,married,professional.course,aug,92
38,admin.,married,university.degree,aug,178
55,technician,divorced,professional.course,aug,80
55,technician,divorced,professional.course,aug,169
45,blue-collar,married,basic.4y,aug,81
46,admin.,married,basic.9y,aug,317
42,management,married,university.degree,aug,217
42,management,married,university.degree,aug,196
34,technician,single,professional.course,aug,221
38,technician,single,high.school,aug,97
42,management,married,university.degree,aug,634
55,technician,divorced,professional.course,aug,700
31,technician,divorced,high.school,aug,67
41,self-employed,married,professional.course,aug,80
32,technician,married,professional.course,aug,185
60,self-employed,married,basic.9y,aug,17
46,admin.,married,university.degree,aug,165
46,admin.,married,university.degree,aug,210
50,admin.,married,university.degree,aug,76
35,admin.,single,university.degree,aug,64
35,admin.,single,university.degree,aug,131
50,admin.,married,university.degree,aug,252
48,housemaid,married,basic.9y,aug,155
50,blue-collar,married,professional.course,aug,14
59,management,married,university.degree,aug,92
38,admin.,married,university.degree,aug,748
55,technician,divorced,university.degree,aug,104
37,technician,divorced,professional.course,aug,65
55,technician,divorced,university.degree,aug,181
42,housemaid,married,high.school,aug,176
47,self-employed,married,university.degree,aug,28
55,technician,divorced,university.degree,aug,610
40,technician,divorced,professional.course,aug,279
38,management,divorced,university.degree,aug,345
39,technician,married,university.degree,aug,191
55,admin.,married,university.degree,aug,82
53,admin.,married,university.degree,aug,18
50,technician,married,university.degree,aug,541
35,technician,single,professional.course,aug,67
35,technician,single,professional.course,aug,137
45,unknown,married,high.school,aug,94
35,technician,single,professional.course,aug,259
40,admin.,single,high.school,aug,87
47,blue-collar,married,high.school,aug,153
45,unknown,married,high.school,aug,142
37,technician,married,professional.course,aug,103
41,technician,single,professional.course,aug,179
41,technician,single,professional.course,aug,123
41,technician,single,professional.course,aug,239
41,technician,single,professional.course,aug,358
48,admin.,married,university.degree,aug,286
37,technician,divorced,professional.course,aug,312
37,technician,divorced,professional.course,aug,80
33,management,married,university.degree,aug,126
37,technician,divorced,professional.course,aug,417
33,management,married,university.degree,aug,85
50,admin.,married,high.school,aug,131
30,technician,married,professional.course,aug,392
37,admin.,married,university.degree,aug,85
32,admin.,married,university.degree,aug,24
54,admin.,married,university.degree,aug,119
32,admin.,married,university.degree,aug,66
56,services,married,high.school,aug,460
36,housemaid,married,basic.4y,aug,183
48,technician,married,university.degree,aug,189
47,technician,married,high.school,aug,73
29,technician,single,high.school,aug,130
56,retired,married,professional.course,aug,139
40,admin.,single,high.school,aug,168
52,unemployed,divorced,high.school,aug,99
33,technician,married,professional.course,aug,97
47,blue-collar,married,basic.4y,aug,80
50,blue-collar,married,basic.4y,aug,204
56,services,married,high.school,aug,43
57,technician,married,professional.course,aug,15
56,services,married,high.school,aug,173
37,housemaid,married,basic.4y,aug,176
45,blue-collar,married,basic.9y,aug,260
58,self-employed,married,basic.9y,aug,83
50,blue-collar,married,basic.4y,aug,164
38,technician,married,university.degree,aug,95
38,technician,married,university.degree,aug,264
48,technician,married,university.degree,aug,124
50,technician,married,university.degree,aug,107
50,admin.,divorced,university.degree,aug,130
32,technician,single,professional.course,aug,128
47,self-employed,married,university.degree,aug,484
38,admin.,married,university.degree,aug,80
48,technician,married,university.degree,aug,174
33,admin.,divorced,university.degree,aug,249
48,services,married,basic.4y,aug,240
33,admin.,divorced,university.degree,aug,384
32,technician,single,professional.course,aug,71
30,technician,divorced,professional.course,aug,210
47,technician,married,high.school,aug,111
33,technician,married,professional.course,aug,211
48,services,married,basic.4y,aug,436
57,retired,married,basic.9y,aug,22
55,management,married,university.degree,aug,101
38,admin.,married,university.degree,aug,194
29,admin.,married,university.degree,aug,124
39,technician,divorced,professional.course,aug,41
52,blue-collar,married,basic.4y,aug,31
40,management,married,university.degree,aug,17
32,admin.,married,university.degree,aug,301
57,retired,married,basic.9y,aug,1223
35,technician,married,university.degree,aug,12
48,services,married,basic.4y,aug,1000
35,technician,married,professional.course,aug,333
54,admin.,married,university.degree,aug,219
35,technician,married,university.degree,aug,241
43,technician,married,professional.course,aug,471
35,technician,married,university.degree,aug,55
32,admin.,divorced,university.degree,aug,74
35,technician,single,professional.course,aug,300
37,technician,divorced,professional.course,aug,520
60,unknown,married,unknown,aug,130
52,unemployed,divorced,high.school,aug,96
46,admin.,married,university.degree,aug,66
47,self-employed,married,university.degree,aug,320
51,blue-collar,married,basic.4y,aug,36
52,blue-collar,married,basic.4y,aug,234
32,technician,divorced,high.school,aug,301
33,admin.,married,university.degree,aug,75
29,admin.,single,high.school,aug,78
32,technician,single,high.school,aug,162
59,housemaid,married,unknown,aug,72
41,unemployed,divorced,professional.course,aug,271
40,technician,single,high.school,aug,76
50,services,married,high.school,aug,10
50,blue-collar,married,basic.4y,aug,39
53,unknown,married,unknown,aug,12
33,technician,married,professional.course,aug,30
44,technician,married,professional.course,aug,59
50,housemaid,married,unknown,aug,287
58,blue-collar,married,basic.6y,aug,140
35,admin.,single,university.degree,aug,63
55,admin.,married,university.degree,aug,358
54,admin.,married,university.degree,aug,120
60,technician,married,university.degree,aug,11
48,technician,single,university.degree,aug,532
43,management,married,university.degree,aug,175
31,admin.,married,university.degree,aug,157
51,admin.,married,university.degree,aug,112
47,admin.,divorced,university.degree,aug,264
42,admin.,married,university.degree,aug,172
46,entrepreneur,married,high.school,aug,435
42,admin.,married,university.degree,aug,84
47,admin.,married,university.degree,aug,653
36,technician,married,professional.course,aug,205
47,blue-collar,married,basic.4y,aug,110
38,technician,married,high.school,aug,100
47,management,married,university.degree,aug,133
37,technician,single,university.degree,aug,277
47,entrepreneur,married,high.school,aug,303
52,technician,married,high.school,aug,263
42,technician,divorced,professional.course,aug,265
53,unknown,married,basic.4y,aug,107
42,admin.,married,university.degree,aug,77
42,management,married,university.degree,aug,130
37,services,married,high.school,aug,377
29,admin.,single,university.degree,aug,155
52,blue-collar,married,high.school,aug,454
57,admin.,married,university.degree,aug,61
46,services,married,high.school,aug,183
57,technician,single,professional.course,aug,218
55,management,married,university.degree,aug,384
31,management,married,university.degree,aug,57
55,blue-collar,married,basic.9y,aug,209
38,technician,married,high.school,aug,89
29,admin.,single,university.degree,aug,82
47,admin.,married,university.degree,aug,225
44,technician,married,professional.course,aug,168
45,services,married,basic.6y,aug,98
57,blue-collar,married,basic.4y,aug,366
29,services,married,professional.course,aug,2089
54,admin.,married,high.school,aug,84
48,admin.,married,professional.course,aug,369
56,admin.,married,university.degree,aug,125
37,blue-collar,single,professional.course,aug,109
48,admin.,divorced,university.degree,aug,58
38,admin.,married,university.degree,aug,35
58,retired,married,basic.4y,aug,556
47,admin.,married,university.degree,aug,100
51,services,married,high.school,aug,20
42,self-employed,single,university.degree,aug,133
57,admin.,married,university.degree,aug,101
46,housemaid,married,basic.4y,aug,240
56,services,divorced,high.school,aug,59
46,admin.,married,university.degree,aug,515
59,retired,married,university.degree,aug,130
55,blue-collar,married,basic.9y,aug,361
36,technician,married,university.degree,aug,99
58,blue-collar,divorced,basic.6y,aug,272
58,housemaid,married,professional.course,aug,98
47,technician,married,professional.course,aug,58
55,management,married,university.degree,aug,52
44,technician,divorced,professional.course,aug,157
40,technician,married,professional.course,aug,609
37,blue-collar,single,professional.course,aug,94
41,admin.,married,university.degree,aug,108
33,admin.,single,university.degree,aug,116
48,admin.,married,university.degree,aug,87
48,blue-collar,married,high.school,aug,128
39,admin.,married,university.degree,aug,581
52,housemaid,married,basic.4y,aug,20
48,admin.,married,university.degree,aug,113
44,admin.,divorced,university.degree,aug,18
45,admin.,married,basic.9y,aug,106
40,admin.,married,university.degree,aug,154
29,admin.,single,university.degree,aug,130
43,technician,married,professional.course,aug,146
47,technician,divorced,high.school,aug,56
29,technician,single,professional.course,aug,185
31,technician,single,high.school,aug,1033
37,blue-collar,single,professional.course,aug,503
36,technician,married,professional.course,aug,95
59,admin.,divorced,professional.course,aug,87
30,technician,single,professional.course,aug,105
57,retired,married,basic.4y,aug,57
53,unknown,married,basic.4y,aug,124
52,unknown,married,unknown,aug,52
41,technician,single,high.school,aug,219
43,admin.,married,university.degree,aug,281
48,entrepreneur,married,high.school,aug,57
59,retired,married,university.degree,aug,97
36,admin.,married,university.degree,aug,155
41,technician,married,professional.course,aug,84
52,technician,married,high.school,aug,13
55,management,married,university.degree,aug,130
45,technician,married,professional.course,aug,136
46,admin.,married,university.degree,aug,39
51,technician,married,high.school,aug,360
50,blue-collar,married,basic.9y,aug,68
50,blue-collar,married,basic.4y,aug,153
57,retired,married,professional.course,aug,156
60,retired,married,professional.course,aug,199
53,unknown,married,basic.4y,aug,23
31,management,married,university.degree,aug,181
44,technician,married,professional.course,aug,39
34,admin.,married,university.degree,aug,147
58,admin.,single,university.degree,aug,113
51,admin.,married,university.degree,aug,519
57,retired,married,high.school,aug,223
57,blue-collar,married,basic.4y,aug,243
57,blue-collar,married,basic.4y,aug,203
52,admin.,divorced,university.degree,aug,191
45,technician,single,professional.course,aug,105
46,admin.,married,university.degree,aug,116
47,technician,divorced,high.school,aug,87
44,technician,married,professional.course,aug,114
40,admin.,married,university.degree,aug,219
51,technician,married,university.degree,aug,512
44,technician,married,professional.course,aug,236
37,housemaid,married,basic.4y,aug,130
60,retired,married,professional.course,aug,111
57,retired,married,professional.course,aug,80
39,technician,married,professional.course,aug,85
47,admin.,divorced,university.degree,aug,69
57,retired,married,basic.4y,aug,78
30,admin.,single,university.degree,aug,134
55,services,married,high.school,aug,63
52,admin.,married,high.school,aug,352
44,technician,married,university.degree,aug,127
48,admin.,married,university.degree,aug,254
49,admin.,married,basic.9y,aug,100
41,technician,single,high.school,aug,88
54,technician,married,professional.course,aug,121
48,admin.,married,university.degree,aug,91
43,self-employed,married,university.degree,aug,217
41,technician,married,professional.course,aug,164
54,admin.,divorced,university.degree,aug,121
57,blue-collar,married,basic.4y,aug,125
57,blue-collar,married,basic.4y,aug,109
42,management,married,university.degree,aug,220
41,technician,single,high.school,aug,9
54,admin.,married,high.school,aug,82
44,technician,single,university.degree,aug,763
31,management,married,university.degree,aug,129
55,technician,married,professional.course,aug,976
51,technician,married,high.school,aug,549
41,admin.,married,university.degree,aug,342
44,technician,single,university.degree,aug,79
47,admin.,married,university.degree,aug,63
45,admin.,married,university.degree,aug,119
52,technician,married,university.degree,aug,15
46,technician,divorced,professional.course,aug,308
54,admin.,married,professional.course,aug,103
48,blue-collar,married,high.school,aug,312
60,retired,married,high.school,aug,590
53,unknown,married,basic.4y,aug,116
47,admin.,married,university.degree,aug,129
54,admin.,married,high.school,aug,28
57,retired,married,basic.4y,aug,50
57,blue-collar,married,basic.4y,aug,97
53,blue-collar,married,unknown,aug,94
57,retired,married,professional.course,aug,508
58,blue-collar,married,basic.4y,aug,29
48,admin.,married,university.degree,aug,116
57,admin.,married,university.degree,aug,247
56,admin.,married,university.degree,aug,66
40,admin.,married,university.degree,aug,335
47,admin.,married,university.degree,aug,38
51,technician,married,professional.course,aug,89
47,admin.,married,university.degree,aug,1129
54,technician,married,professional.course,aug,14
53,unknown,married,basic.4y,aug,49
30,technician,married,professional.course,aug,645
47,admin.,married,university.degree,aug,176
31,self-employed,married,university.degree,aug,15
46,housemaid,married,basic.4y,aug,10
52,admin.,married,high.school,aug,114
43,management,married,university.degree,aug,13
57,retired,married,professional.course,aug,96
54,technician,married,professional.course,aug,511
48,technician,divorced,university.degree,aug,86
46,technician,divorced,professional.course,aug,516
51,technician,married,professional.course,aug,300
40,technician,single,professional.course,aug,94
47,technician,divorced,high.school,aug,125
37,admin.,single,university.degree,aug,125
44,admin.,divorced,university.degree,aug,12
47,technician,divorced,professional.course,aug,212
30,technician,single,professional.course,aug,178
48,admin.,divorced,university.degree,aug,67
54,admin.,married,high.school,aug,19
44,technician,married,professional.course,aug,85
41,technician,divorced,professional.course,aug,122
33,admin.,single,university.degree,aug,27
37,technician,single,university.degree,aug,60
52,admin.,married,university.degree,aug,34
54,management,married,university.degree,aug,561
29,admin.,single,university.degree,aug,120
38,technician,single,high.school,aug,74
40,admin.,married,university.degree,aug,214
54,housemaid,married,basic.4y,aug,523
37,technician,married,university.degree,aug,107
59,retired,married,university.degree,aug,160
41,technician,divorced,professional.course,aug,16
47,technician,married,university.degree,aug,184
56,retired,divorced,university.degree,aug,168
49,technician,married,professional.course,aug,76
56,admin.,married,university.degree,aug,120
37,technician,married,university.degree,aug,138
52,technician,divorced,professional.course,aug,79
43,technician,married,professional.course,aug,78
58,technician,divorced,professional.course,aug,36
39,admin.,married,university.degree,aug,117
38,unknown,married,unknown,aug,60
42,management,married,university.degree,aug,89
29,admin.,single,university.degree,aug,88
32,technician,divorced,professional.course,aug,11
47,technician,married,professional.course,aug,18
30,technician,single,university.degree,aug,157
31,unemployed,married,university.degree,aug,186
58,admin.,married,high.school,aug,569
44,admin.,married,basic.9y,aug,77
44,admin.,married,basic.9y,aug,19
31,technician,single,professional.course,aug,218
33,admin.,single,university.degree,aug,43
39,admin.,married,professional.course,aug,37
47,technician,married,university.degree,aug,1642
44,technician,married,professional.course,aug,85
44,technician,married,professional.course,aug,202
33,admin.,single,university.degree,aug,316
43,admin.,married,university.degree,aug,35
29,technician,single,professional.course,aug,26
46,services,married,basic.9y,aug,59
30,management,married,university.degree,aug,118
31,technician,single,professional.course,aug,72
33,self-employed,married,basic.4y,aug,106
33,self-employed,married,basic.4y,aug,263
47,admin.,married,high.school,aug,93
55,admin.,married,high.school,aug,231
37,technician,single,professional.course,aug,101
37,technician,married,university.degree,aug,141
32,unemployed,married,university.degree,aug,97
58,housemaid,married,basic.9y,aug,88
50,unemployed,married,basic.9y,aug,88
46,technician,divorced,professional.course,aug,22
46,technician,divorced,professional.course,aug,101
43,technician,married,professional.course,aug,78
40,admin.,divorced,high.school,aug,293
56,retired,married,basic.6y,aug,39
39,technician,married,high.school,aug,67
45,admin.,single,university.degree,aug,25
38,admin.,divorced,university.degree,aug,145
41,technician,divorced,professional.course,aug,167
43,admin.,single,university.degree,aug,126
